frame_idx,time_s,time_of_day,count,density,cx_std,cy_std,avg_box_area,risk
330,13.2,9.21,15,1.2,217.49425230511503,36.83999853987714,0.08230375956462213,Busy
360,14.4,9.32,13,1.1,211.1532208565963,30.659235615535476,0.08664011128807032,Busy
390,15.6,9.43,6,0.5,246.2517556433091,33.50342916356099,0.09397729512984421,Normal
420,16.8,9.54,4,0.3,219.39576534965457,6.338712981115729,0.09836568776577735,Normal
450,18.0,9.65,5,0.4,275.47767876024557,18.42000827485294,0.10785897286317549,Normal
480,19.2,9.76,6,0.5,247.96158864936427,32.25372513222802,0.12807926320643304,Normal
510,20.4,9.87,5,0.4,256.8527719438376,34.49321859090546,0.10721321879089678,Normal
540,21.6,9.98,0,0.0,0.0,0.0,0.0,Normal
570,22.8,10.09,0,0.0,0.0,0.0,0.0,Normal
600,24.0,10.21,2,0.2,101.27585411071777,42.345123291015625,0.19192767805505712,Normal
630,25.2,10.32,0,0.0,0.0,0.0,0.0,Normal
660,26.4,10.43,0,0.0,0.0,0.0,0.0,Normal
690,27.6,10.54,0,0.0,0.0,0.0,0.0,Normal
720,28.8,10.65,0,0.0,0.0,0.0,0.0,Normal
750,30.0,10.76,16,1.3,237.45266624091022,40.40721276078784,0.004241079580392847,Busy
780,31.2,10.87,19,1.6,232.92279416722712,33.306986426890745,0.004649744609552818,Busy
810,32.4,10.98,16,1.3,258.8106431991778,54.09536918790091,0.005749958529589913,Busy
840,33.6,11.09,14,1.2,241.05923519824069,53.93893553204884,0.005452365458205258,Busy
870,34.8,11.2,10,0.8,157.8672574742373,49.290305178364406,0.007404678001942867,Normal
900,36.0,11.31,14,1.2,276.7976622760584,10.720016160278538,0.005145441883997071,Busy
930,37.2,11.42,15,1.2,313.7658391231275,10.782744722826132,0.005363564319104988,Busy
960,38.4,11.53,11,0.9,155.25855372553838,102.20592396093018,0.0941058139898337,Busy
990,39.6,11.64,13,1.1,195.5505481409389,91.01028789753248,0.07672537726525264,Busy
1020,40.8,11.75,11,0.9,142.01628170822917,95.26192069033381,0.09324417657684178,Busy
1050,42.0,11.86,14,1.2,115.09829708119042,86.78164257134304,0.07455961005585547,Busy
1080,43.2,11.97,11,0.9,124.1427947318392,86.68097079696577,0.0776858440712042,Busy
1110,44.4,12.08,13,1.1,151.97010115144434,108.29004015833016,0.07012105428004137,Busy
1140,45.6,12.19,14,1.2,180.21519060941569,104.32500577484718,0.07852116739459616,Busy
1170,46.8,12.3,15,1.2,134.07606492691258,99.17938048993985,0.07377390273701095,Busy
1200,48.0,12.41,13,1.1,153.4896705271214,101.4253393478117,0.08627759324440509,Busy
1230,49.2,12.52,13,1.1,201.9956885700354,112.00628791164746,0.07913831731024644,Busy
1260,50.4,12.63,15,1.2,146.5616798495673,101.6824376192084,0.08263022038354745,Busy
1290,51.6,12.74,15,1.2,142.00020751039412,98.59670506373696,0.07997205520621838,Busy
1320,52.8,12.85,18,1.5,156.48352466579166,95.05615132757917,0.07259709400841524,Busy
1350,54.0,12.96,22,1.8,212.5749801556234,108.11496166014913,0.03309570315362168,Busy
1380,55.2,13.07,24,2.0,237.97634396643957,118.8082578549505,0.058178771546903575,Busy
1410,56.4,13.18,21,1.8,213.83061786719458,118.42307284646516,0.05815474708279066,Busy
1440,57.6,13.29,21,1.8,223.95182818308876,97.67504395292146,0.037003267742255624,Busy
1470,58.8,13.4,7,0.6,226.59503816184878,103.02875202225704,0.10527650419082976,Normal
1500,60.0,13.51,1,0.1,0.0,0.0,0.7660254274886803,Normal
1530,61.2,13.62,4,0.3,175.5028388003869,18.439809659465954,0.33693962974857417,Normal
1560,62.4,13.73,2,0.2,184.88680571317673,0.3331329822540283,0.5018462010231363,Normal
1590,63.6,13.84,4,0.3,107.5716935114344,11.743587195649104,0.4768965328127232,Normal
1620,64.8,13.95,5,0.4,167.9118787624269,60.63107841122118,0.3481892773767531,Normal
1650,66.0,14.06,5,0.4,220.30284928723304,26.058154930031634,0.3246875173567054,Normal
1680,67.2,14.17,3,0.2,211.2547625924807,11.149405103754326,0.39945878631181103,Normal
1710,68.4,14.28,2,0.2,289.3107109069824,33.925603449344635,0.19381099868516638,Normal
1740,69.6,14.4,1,0.1,0.0,0.0,0.11112325134200036,Normal
1770,70.8,14.51,3,0.2,249.7866636495649,64.64425549532866,0.27388293418797177,Normal
1800,72.0,14.62,1,0.1,0.0,0.0,0.022458619118479527,Normal
1830,73.2,14.73,2,0.2,138.79434204101562,89.37077504396439,0.16211174024229927,Normal
1860,74.4,14.84,2,0.2,19.5509033203125,71.61459311842918,0.4042729665697724,Normal
1890,75.6,14.95,2,0.2,0.8602828979492188,36.27502727508545,0.30628361819068395,Normal
1920,76.8,15.06,2,0.2,0.359619140625,34.77207565307617,0.29520952069070616,Normal
1950,78.0,15.17,1,0.1,0.0,0.0,0.5727166851910745,Normal
1980,79.2,15.28,4,0.3,155.54842503392666,52.15385802895446,0.21777893196251952,Normal
2010,80.4,15.39,0,0.0,0.0,0.0,0.0,Normal
2040,81.6,15.5,2,0.2,269.5385909974575,9.521765112876892,0.27313033931119746,Normal
2070,82.8,15.61,1,0.1,0.0,0.0,0.6724799102058726,Normal
2100,84.0,15.72,2,0.2,283.79125517606735,4.573449671268463,0.24258423230260998,Normal
2130,85.2,15.83,4,0.3,156.87391312369903,73.59657975108591,0.31440328548389374,Normal
2160,86.4,15.94,2,0.2,46.49082946777344,0.2618926763534546,0.27368945052412846,Normal
2190,87.6,16.05,3,0.2,199.53821009341007,38.180453467454996,0.21602564348103132,Normal
2220,88.8,16.16,1,0.1,0.0,0.0,0.7401106823228497,Normal
2250,90.0,16.27,0,0.0,0.0,0.0,0.0,Normal
2280,91.2,16.38,2,0.2,172.44217681884766,87.03196913003922,0.0752847570363083,Normal
2310,92.4,16.49,0,0.0,0.0,0.0,0.0,Normal
2340,93.6,16.6,9,0.8,250.2361260850961,97.48705015984031,0.12313600384572325,Normal
2370,94.8,16.71,6,0.5,249.50998015523,53.352772488510766,0.3218896321884837,Normal
2400,96.0,16.82,4,0.3,217.13776066444183,31.2643795770329,0.3118097697791399,Normal
2430,97.2,16.93,4,0.3,219.7343631750542,50.917614462472436,0.27945181100567684,Normal
2460,98.4,17.04,5,0.4,228.5373278215451,25.26666794251877,0.2624706443750084,Normal
2490,99.6,17.15,4,0.3,202.55043681869748,34.84200719395519,0.32114584947181657,Normal
2520,100.8,17.26,3,0.2,160.51500440276527,5.382863717974359,0.3238291310380383,Normal
2550,102.0,17.37,5,0.4,194.31523922078173,49.881078578042256,0.26175956617898954,Normal
2580,103.2,17.48,2,0.2,206.23556327819824,17.03588104248047,0.3285150987726504,Normal
2610,104.4,17.59,1,0.1,0.0,0.0,0.39695299473154966,Normal
2640,105.6,17.7,0,0.0,0.0,0.0,0.0,Normal
2670,106.8,17.81,0,0.0,0.0,0.0,0.0,Normal
2700,108.0,17.92,3,0.2,137.04893826784067,110.2296931109762,0.16418822789782966,Normal
2730,109.2,18.03,4,0.3,137.33647938773106,2.094507004230721,0.4496945003855695,Normal
2760,110.4,18.14,2,0.2,30.102821350097656,119.24953991174698,0.18087928398001243,Normal
2790,111.6,18.25,4,0.3,178.1763914864044,49.37099836595417,0.4773716198547039,Normal
2820,112.8,18.36,4,0.3,136.20579600591142,92.23986023040374,0.426265763078769,Normal
2850,114.0,18.47,2,0.2,200.71348114311695,16.944395840168,0.43540192444982845,Normal
2880,115.2,18.58,3,0.2,216.15997471085285,64.5261530299824,0.33745623064968355,Normal
2910,116.4,18.7,5,0.4,154.06647239452283,63.4265903590724,0.47336876630733354,Normal
2940,117.6,18.81,2,0.2,64.17586517333984,43.63097381591797,0.4323495727896182,Normal
2970,118.8,18.92,4,0.3,120.5570865995511,69.51533280107226,0.3060235155322957,Normal
3000,120.0,19.03,2,0.2,143.22747194766998,2.4788636565208435,0.5192073060998829,Normal
3030,121.2,19.14,2,0.2,98.50740963220596,0.4285171627998352,0.7195168677566574,Normal
3060,122.4,19.25,2,0.2,91.43109312653542,13.254313588142395,0.6626210382675249,Normal
3090,123.6,19.36,2,0.2,212.5717254281044,0.809405505657196,0.4296320539033874,Normal
3120,124.8,19.47,3,0.2,189.72470856692297,0.5426331403880882,0.4935379060719182,Normal
3150,126.0,19.58,2,0.2,68.92579653859138,1.1382369995117188,0.708965190378324,Normal
3180,127.2,19.69,2,0.2,174.34317168593407,0.23122557997703552,0.5337722944394488,Normal
3210,128.4,19.8,2,0.2,81.80966567993164,0.261383056640625,0.5720798061743406,Normal
3240,129.6,19.91,1,0.1,0.0,0.0,0.5180344475621871,Normal
0,0.0,8.0,17,1.4,115.59990801480389,10.548348791134835,0.0047755455634480625,Busy
30,1.2,9.3,16,1.3,107.86270832701673,4.738726042159571,0.00463288747029396,Busy
60,2.4,10.6,15,1.2,125.01875516127764,40.9646179595304,0.004335005933860065,Busy
90,3.6,11.9,17,1.4,136.42466559182597,68.05609291580545,0.003941253411015683,Busy
120,4.8,13.2,17,1.4,117.83110726659902,7.560862910385688,0.004369624673625476,Busy
150,6.0,14.5,20,1.7,152.97511147871748,48.11135249313619,0.004022390565678586,Busy
180,7.2,15.8,15,1.2,138.25821484135443,49.55600675786995,0.004209043694436484,Busy
210,8.4,17.1,17,1.4,152.54056347880004,46.69053314338471,0.004287684154378314,Busy
240,9.6,18.4,19,1.6,150.00853666028334,54.983777263344756,0.004555735187195023,Busy
270,10.8,19.7,18,1.5,132.16511031425725,38.96793322150881,0.0043993649482375295,Busy
0,0.0,8.0,2,0.2,91.07268190383911,6.726142883300781,0.004674314403372139,Normal
30,1.2,8.88,0,0.0,0.0,0.0,0.0,Normal
60,2.4,9.76,1,0.1,0.0,0.0,0.009421738902683838,Normal
90,3.6,10.64,0,0.0,0.0,0.0,0.0,Normal
120,4.8,11.52,0,0.0,0.0,0.0,0.0,Normal
150,6.0,12.4,2,0.2,95.27208709716797,2.4391326904296875,0.006036882660201167,Normal
180,7.2,13.28,4,0.3,139.60456762072826,1.6920626934632346,0.008236217300640121,Normal
210,8.4,14.16,4,0.3,228.07141784352405,1.3754738651023926,0.008629028652673702,Normal
240,9.6,15.04,3,0.2,199.75950724612673,0.9381513826939661,0.01073133657722298,Normal
270,10.8,15.92,6,0.5,164.9524250151192,5.4653077708412985,0.010660249632189742,Normal
300,12.0,16.8,3,0.2,220.94476589655136,2.423048610565945,0.012711563321353042,Normal
330,13.2,17.68,8,0.7,202.50845533091555,4.4651947083531,0.012765625194162671,Normal
360,14.4,18.56,14,1.2,196.07561134305135,8.237660795849962,0.011183501191411208,Busy
390,15.6,19.44,11,0.9,201.73723717823006,9.658843888620972,0.012588518654414335,Busy
0,0.0,8.0,20,1.7,195.206448686353,11.69727254082009,0.006120039032600182,Busy
30,1.0010000000000001,8.76,16,1.3,155.36406803004292,11.987410501326403,0.00580782123319954,Busy
60,2.0020000000000002,9.53,18,1.5,173.85127400678903,12.782923707384777,0.006024365301771783,Busy
90,3.003,10.29,16,1.3,166.58912840052236,10.857447523604131,0.005942693784179225,Busy
120,4.0040000000000004,11.06,15,1.2,184.07074852083457,10.925135389029114,0.00708819426395812,Busy
150,5.005,11.82,18,1.5,196.28287855165442,8.747464679673262,0.007757184885362691,Busy
180,6.006,12.59,15,1.2,193.81075605297121,9.839808716045086,0.00881456050040988,Busy
210,7.007000000000001,13.35,20,1.7,188.33225066090063,12.244853535271536,0.006564865358557915,Busy
240,8.008000000000001,14.11,17,1.4,189.71439198992235,10.987360612534225,0.0066520135553883464,Busy
270,9.009,14.88,16,1.3,207.36086319954015,10.568249102741856,0.007031079735097017,Busy
300,10.01,15.64,15,1.2,197.47512961575094,12.838979847936903,0.007259555053917713,Busy
330,11.011000000000001,16.41,14,1.2,208.1090504816196,8.63011395452444,0.00936068332763887,Busy
360,12.012,17.17,14,1.2,181.31186423271703,8.422154975117149,0.009317899280543114,Busy
390,13.013,17.94,17,1.4,184.2729854573507,9.628672762968318,0.0065658164694478854,Busy
420,14.014000000000001,18.7,18,1.5,173.8903012633335,7.25070663491538,0.007443462033731013,Busy
450,15.015,19.46,19,1.6,164.52395347877217,9.35298203573839,0.006460598704377276,Busy
0,0.0,8.0,12,1.0,65.74161607103186,49.76239698175248,0.0012661170724185206,Busy
30,1.0010000000000001,8.87,16,1.3,73.10358989715475,44.48979928630246,0.0014693449652941793,Busy
60,2.0020000000000002,9.75,16,1.3,76.7024082118678,70.90188879868892,0.001313776853016137,Busy
90,3.003,10.62,9,0.8,73.47521247306892,45.915722568541895,0.0017432047922941113,Normal
120,4.0040000000000004,11.5,15,1.2,56.9121695859976,66.32866103689139,0.0015461691178864203,Busy
150,5.005,12.37,16,1.3,63.21521047612559,59.94800740586158,0.0015738332701432424,Busy
180,6.006,13.24,13,1.1,50.058866239378666,64.17337963271729,0.0013935367202622783,Busy
210,7.007000000000001,14.12,19,1.6,54.91709003772606,66.65275647586618,0.001383056393396618,Busy
240,8.008000000000001,14.99,13,1.1,45.7620518754488,61.74769324244863,0.0013607580219101916,Busy
270,9.009,15.86,15,1.2,63.47138139320422,73.10994815743395,0.0013907119742117425,Busy
300,10.01,16.74,17,1.4,53.26082000665844,56.458502891186924,0.0013931527563385978,Busy
330,11.011000000000001,17.61,9,0.8,55.62230102265885,32.32161170187651,0.001495870347206468,Normal
360,12.012,18.49,13,1.1,44.94403255518162,48.91053946959104,0.0012968452639358422,Busy
390,13.013,19.36,12,1.0,43.11710263353188,46.47228060618367,0.0011505096331388821,Busy
0,0.0,8.0,4,0.3,94.92666609965308,8.30176373885148,0.0025710150158005612,Normal
30,1.2,8.72,6,0.5,202.80587893347862,10.189010376569593,0.0027391760573288065,Normal
60,2.4,9.44,4,0.3,183.94165756642977,13.047439960703787,0.002777190035741159,Normal
90,3.6,10.16,3,0.2,120.6708115252673,5.555481309918758,0.0022749786551277285,Normal
120,4.8,10.87,7,0.6,178.6533449591959,13.45163122589587,0.0025028594568203273,Normal
150,6.0,11.59,3,0.2,126.29138620701765,4.402168340390136,0.0024977109837386203,Normal
180,7.2,12.31,9,0.8,196.8751235670367,10.208378596437072,0.0026043806909031688,Normal
210,8.4,13.03,4,0.3,187.0670842206836,3.039997121858573,0.002711842097893171,Normal
240,9.6,13.75,3,0.2,150.91536521538598,11.125518945547025,0.0024814157942613254,Normal
270,10.8,14.47,2,0.2,66.44011688232422,7.8408355712890625,0.0023234197541187537,Normal
300,12.0,15.19,2,0.2,22.197174072265625,10.738449096679688,0.0023563866475061657,Normal
330,13.2,15.9,4,0.3,186.99046964383342,8.227254011732951,0.0023605874506760875,Normal
360,14.4,16.62,6,0.5,134.68984819602343,8.364760627472865,0.0027886486491133797,Normal
390,15.6,17.34,2,0.2,215.06688499450684,8.32818603515625,0.0024974709468400156,Normal
420,16.8,18.06,4,0.3,213.7920999095602,14.321624646376764,0.003070388513367,Normal
450,18.0,18.78,2,0.2,67.03984069824219,9.248077392578125,0.0035113039781814828,Normal
480,19.2,19.5,4,0.3,199.4945481711184,14.283715879770257,0.002721171173393318,Normal
0,0.0,8.0,14,1.2,153.7123110958764,17.846272733715406,0.019215388804820866,Busy
30,1.25,8.61,19,1.6,139.2723690156062,11.32410730843962,0.009671878955904913,Busy
60,2.5,9.22,14,1.2,127.50967438178427,9.120928875322281,0.010042955705561404,Busy
90,3.75,9.83,19,1.6,117.460258824562,8.805602650007875,0.0074045417510382105,Busy
120,5.0,10.44,14,1.2,137.0038344633181,16.26941478558541,0.012130029759032672,Busy
150,6.25,11.05,17,1.4,135.0232382529133,17.509784729945068,0.014658626179420249,Busy
180,7.5,11.65,13,1.1,122.96838875551481,22.440593243353472,0.013378694582015738,Busy
210,8.75,12.26,15,1.2,122.33263798551557,21.99097542513391,0.016843237669995396,Busy
240,10.0,12.87,13,1.1,126.35008350186655,18.357233163129536,0.015791625620803783,Busy
270,11.25,13.48,11,0.9,132.95420332224342,14.05341988139214,0.02136824248224598,Busy
300,12.5,14.09,15,1.2,176.00424314267428,19.3546076926189,0.019643822119097796,Busy
330,13.75,14.7,13,1.1,157.33102872377793,17.747709855401325,0.021277503583560092,Busy
360,15.0,15.31,18,1.5,196.29036993865213,18.704026823278873,0.01801845454904394,Busy
390,16.25,15.92,17,1.4,194.69532073957404,18.408175178757116,0.019905796055091678,Busy
420,17.5,16.53,20,1.7,164.46677863551287,17.06132607032991,0.018984434040487604,Busy
450,18.75,17.14,17,1.4,159.1251067656814,16.89581358178132,0.017366728246882745,Busy
480,20.0,17.75,19,1.6,166.3331036524036,19.63168317466778,0.011486186688260694,Busy
510,21.25,18.36,19,1.6,175.18092896096212,19.970922085466288,0.013526255837121451,Busy
540,22.5,18.96,20,1.7,161.89765103518758,16.67443955178323,0.012630357732484481,Busy
570,23.75,19.57,14,1.2,129.7336284883489,16.131826104834186,0.02024559559736391,Busy
0,0.0,8.0,0,0.0,0.0,0.0,0.0,Normal
30,1.2512512512512513,8.92,7,0.6,140.60547517759386,25.133612326913585,0.010702571676616842,Normal
60,2.5025025025025025,9.84,7,0.6,105.49631742516317,29.992286012136752,0.009703878415218532,Normal
90,3.7537537537537538,10.76,5,0.4,132.93445465653414,25.976463764212767,0.009335905080032953,Normal
120,5.005005005005005,11.67,9,0.8,77.04231050264863,24.844808676101625,0.009248337513986184,Normal
150,6.256256256256257,12.59,6,0.5,79.26823201724181,12.481079822179625,0.009639819659826576,Normal
180,7.5075075075075075,13.51,10,0.8,114.12667018841832,51.01219274950726,0.00930958890332791,Normal
210,8.75875875875876,14.43,10,0.8,94.37088577181184,47.170344408177144,0.008255154310054816,Normal
240,10.01001001001001,15.35,14,1.2,129.4145794422659,45.6014979240622,0.008289007603037041,Busy
270,11.26126126126126,16.27,11,0.9,86.85348319908967,38.61633079662484,0.009785103731693282,Busy
300,12.512512512512513,17.18,10,0.8,123.99461881412597,42.41881882493251,0.008702413477058257,Normal
330,13.763763763763764,18.1,8,0.7,144.39161550406942,18.44957757584949,0.010683977170211524,Normal
360,15.015015015015015,19.02,16,1.3,106.83469158825412,40.910237847246876,0.00819736412588456,Busy
390,16.266266266266268,19.94,14,1.2,144.43945455953155,50.63874352751157,0.00912684537545733,Busy
0,0.0,8.0,19,1.6,145.01254478617193,38.9633931442875,0.02020077581026497,Busy
30,1.2,8.23,15,1.2,159.33559030498384,40.855157113990884,0.02577239034075855,Busy
60,2.4,8.47,15,1.2,167.2014826068618,39.50030520664541,0.025840196343912547,Busy
90,3.6,8.7,14,1.2,180.9108773543844,32.54567637159658,0.0325693741227301,Busy
120,4.8,8.94,15,1.2,148.17986281032753,40.20390819354302,0.025591784559691834,Busy
150,6.0,9.17,19,1.6,158.02422006477448,47.64540223264623,0.027963490868651564,Busy
180,7.2,9.4,15,1.2,158.68194798543192,92.7010020770014,0.051169873984433435,Busy
210,8.4,9.64,20,1.7,181.56686572765395,92.50330219929451,0.03857053635543491,Busy
240,9.6,9.87,19,1.6,174.2955390464165,90.27020635687231,0.0402952492189796,Busy
270,10.8,10.11,22,1.8,177.50883252663024,73.09522120901013,0.04643458256144154,Busy
300,12.0,10.34,16,1.3,144.41649333854582,76.35566618582111,0.0513895969944284,Busy
330,13.2,10.57,7,0.6,187.39683412850997,43.195403287564986,0.06444563787051812,Normal
360,14.4,10.81,10,0.8,167.95986846035757,54.190665861730736,0.03598697501332707,Normal
390,15.6,11.04,12,1.0,151.64457303373197,21.84434140372367,0.03147081347157506,Busy
420,16.8,11.28,17,1.4,135.00080377092692,52.915135740825356,0.034801085373605704,Busy
450,18.0,11.51,14,1.2,152.22494754148673,37.74884417420746,0.034028709306266836,Busy
480,19.2,11.75,14,1.2,165.82395380717503,46.58861882667686,0.037659036234362106,Busy
510,20.4,11.98,11,0.9,138.55905119282303,53.02781943422513,0.036500096975068175,Busy
540,21.6,12.21,6,0.5,155.68133025012295,6.2432944974037206,0.013858217751260499,Normal
570,22.8,12.45,4,0.3,105.9722010963114,16.787100370939292,0.010973969573180059,Normal
600,24.0,12.68,7,0.6,101.69998423509327,32.57081317786533,0.011516942643810259,Normal
630,25.2,12.92,8,0.7,104.3501564374493,14.16597101778485,0.016022798887525898,Normal
660,26.4,13.15,10,0.8,109.48696650049484,29.511378912039834,0.012268232907043548,Normal
690,27.6,13.38,13,1.1,139.97226175996184,24.369179508823837,0.014018513326778923,Busy
720,28.8,13.62,15,1.2,162.67125589098293,26.836552622736757,0.01613745281265166,Busy
750,30.0,13.85,12,1.0,158.40057830802667,19.35085810185622,0.017381837116492962,Busy
780,31.2,14.09,15,1.2,156.44093610795542,32.81533207918598,0.01726612461706617,Busy
810,32.4,14.32,12,1.0,120.64512625477074,23.110874336617183,0.01889675963720607,Busy
840,33.6,14.55,18,1.5,159.6296343250576,34.37912746025711,0.01878628372573718,Busy
870,34.8,14.79,14,1.2,150.9329580767482,26.186692299700404,0.021518238254131742,Busy
900,36.0,15.02,15,1.2,162.80767702384077,22.410268998738058,0.022183450097117592,Busy
930,37.2,15.26,10,0.8,168.22987997823776,110.64966919078753,0.021655254129366835,Normal
960,38.4,15.49,6,0.5,157.9064211601073,9.65266496915245,0.016083752529036575,Normal
990,39.6,15.72,9,0.8,133.3189708130261,14.636028539360325,0.01752809992255636,Normal
1020,40.8,15.96,6,0.5,137.8896960440411,11.423848917965616,0.017328954071990477,Normal
1050,42.0,16.19,6,0.5,171.8386706757183,9.311632063799438,0.02393419082173678,Normal
1080,43.2,16.43,3,0.2,171.311728333707,3.001527266827824,0.016421207908217123,Normal
1110,44.4,16.66,7,0.6,90.3111938720236,17.466526638036797,0.01650700338883579,Normal
1140,45.6,16.89,7,0.6,125.35003519026438,12.037059084172894,0.010879293619884559,Normal
1170,46.8,17.13,3,0.2,64.81018600547979,7.073531129042889,0.026041768829943277,Normal
1200,48.0,17.36,3,0.2,102.85004166095578,13.3082167502564,0.024557172286354585,Normal
1230,49.2,17.6,4,0.3,69.90635403864475,10.026900123541921,0.019402018613782313,Normal
